timestamp,lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad
17080000,398714138,327364368,400129,0,-0.01,-0.01,0,4.116708
17284000,398714138,327364368,400117,0,0.01,-0.01,0.03,5.3803263
17488000,398714138,327364381,400123,3.27,0.01,3.26,0,1.5669565
17692000,398714138,327364566,400125,11.33,0,11.33,0,1.5699236
17896000,398714138,327364912,400128,16.449999,0.02,16.46,-0.049999997,1.5692254
18100000,398714138,327365349,400141,19.76,-0.11,19.76,-0.099999994,1.5765558
18304000,398714134,327365839,400160,21.66,-0.31,21.67,-0.01,1.585457
18508000,398714126,327366373,400160,22.76,-0.52,22.76,-0.12,1.5936601
18712000,398714112,327366937,400275,23.289999,-1.01,23.279999,-1.01,1.6140804
18916000,398714089,327367496,400571,23.49,-1.5,23.449999,-1.8299999,1.6348499
19120000,398714057,327368048,401014,23.49,-1.9799999,23.39,-2.57,1.6552702
19324000,398714016,327368607,401619,23.359999,-2.52,23.23,-3.4299998,1.6790067
19528000,398713964,327369172,402417,23.15,-2.95,22.98,-4.13,1.6987288
19732000,398713905,327369718,403335,22.869999,-3.4399998,22.609999,-4.87,1.7219417
19936000,398713839,327370244,404378,22.539999,-3.8799999,22.199999,-5.64,1.7441075
20140000,398713763,327370770,405609,22.16,-4.3399997,21.74,-6.47,1.7680185
20344000,398713676,327371296,407007,21.84,-4.88,21.279999,-6.8999996,1.7962928
20548000,398713579,327371801,408465,21.59,-5.66,20.83,-7.2599998,1.8362609
20752000,398713469,327372285,409953,21.39,-6.58,20.359999,-7.47,1.8832102
20956000,398713340,327372764,411488,20.73,-7.45,19.35,-7.49,1.9381881
21160000,398713190,327373222,413020,20.109999,-8.54,18.199999,-7.31,2.0097466
21364000,398713022,327373647,414461,19.93,-9.719999,17.38,-6.95,2.080956
21568000,398712835,327374048,415797,19.92,-11,16.57,-6.48,2.1568778
21772000,398712618,327374432,417092,19.869999,-12.53,15.429999,-6.2799997,2.252871
21976000,398712367,327374790,418403,19.779999,-14.2,13.75,-6.2,2.3722515
22180000,398712090,327375095,419656,19.67,-15.839999,11.679999,-6.16,2.5062926
22384000,398711791,327375340,420885,19.58,-17.289999,9.19,-6.14,2.6527257
22588000,398711461,327375525,422139,19.529999,-18.46,6.31,-6.17,2.8120744
22792000,398711106,327375642,423401,19.55,-19.279999,3.26,-6.0299997,2.9735174
22996000,398710747,327375685,424608,19.65,-19.65,0.39999998,-5.79,3.1206486
23200000,398710392,327375664,425753,19.779999,-19.66,-2.18,-5.5499997,3.252072
23404000,398710033,327375583,426839,19.92,-19.39,-4.5299997,-5.12,3.3712778
23608000,398709674,327375444,427865,20.039999,-18.859999,-6.77,-4.72,3.4862952
23812000,398709333,327375257,428802,20.119999,-18.07,-8.79,-4.41,3.594331
24016000,398709016,327375026,429647,20.15,-17.06,-10.74,-4.1,3.7034142
24220000,398708715,327374745,430474,20.14,-15.679999,-12.65,-3.99,3.8205256
24424000,398708437,327374412,431299,20.1,-13.849999,-14.57,-4.02,3.9521236
24628000,398708203,327374040,432130,20.029999,-11.55,-16.38,-4.0899997,4.098033
24832000,398708019,327373636,432966,19.97,-8.88,-17.88,-4.29,4.251273
25036000,398707883,327373192,433860,19.949999,-5.99,-19.05,-4.46,4.40748
25240000,398707798,327372718,434777,20.01,-3.21,-19.76,-4.46,4.5509458
25444000,398707761,327372239,435684,20.09,-0.90999997,-20.09,-4.42,4.666836
25648000,398707762,327371766,436553,20.18,0.9,-20.17,-4.2599998,4.7568946
25852000,398707793,327371283,437404,20.26,2.34,-20.13,-4.15,4.8282785
26056000,398707848,327370793,438260,20.289999,3.48,-20.01,-4.0099998,4.884653
26260000,398707920,327370315,439067,20.289999,4.2999997,-19.84,-3.9499998,4.9260173
26464000,398708003,327369851,439849,20.27,4.8399997,-19.67,-3.9199998,4.953768
26668000,398708096,327369380,440659,20.22,5.24,-19.52,-3.97,4.974712
26872000,398708196,327368904,441500,20.15,5.46,-19.41,-4.04,4.98658
27076000,398708298,327368441,442353,20.08,5.48,-19.3,-4.17,4.9893727
27280000,398708397,327367988,443186,20.01,5.46,-19.27,-4.24,4.9883256
27484000,398708496,327367526,444074,19.939999,5.33,-19.199999,-4.3199997,4.983264
27688000,398708594,327367057,444993,19.88,5.0899997,-19.23,-4.4,4.971047
27892000,398708685,327366596,445892,19.83,4.75,-19.27,-4.46,4.9539423
28096000,398708767,327366143,446783,19.789999,4.31,-19.3,-4.49,4.931951
28300000,398708842,327365679,447701,19.75,3.79,-19.39,-4.56,4.905597
28504000,398708906,327365204,448645,19.72,3.12,-19.48,-4.5499997,4.871214
28708000,398708957,327364735,449580,19.699999,2.36,-19.59,-4.5699997,4.832293
28912000,398708993,327364266,450508,19.64,1.56,-19.6,-4.56,4.7921505
29115999,398709013,327363809,451418,19.279999,0.75,-19.25,-4.43,4.7513094
29319999,398709020,327363343,452284,18.84,0.02,-18.85,-3.99,4.7136106
29524000,398709015,327362905,453012,18.5,-0.61,-18.5,-3.37,4.6790533
29728000,398708998,327362466,453630,18.199999,-1.18,-18.16,-2.6699998,4.6469393
29932000,398708970,327362026,454120,17.92,-1.8199999,-17.81,-2.01,4.610287
30136000,398708932,327361610,454461,17.699999,-2.44,-17.539999,-1.4,4.5738096
30340000,398708880,327361185,454702,17.51,-3.05,-17.22,-0.87,4.536809
30544000,398708818,327360775,454822,17.359999,-3.6399999,-16.97,-0.35,4.500506
30748000,398708747,327360380,454857,17.24,-4.27,-16.699999,0.04,4.4617596
30952000,398708661,327359975,454835,17.13,-4.88,-16.43,0.39,4.423537
31156000,398708568,327359592,454729,17.05,-5.45,-16.17,0.66999996,4.3874083
31360000,398708463,327359207,454552,16.98,-6.02,-15.88,0.90999997,4.349535
31564000,398708344,327358823,454333,16.92,-6.58,-15.599999,1.13,4.3130574
31768000,398708221,327358460,454100,16.88,-7.0499997,-15.33,1.22,4.281118
31972000,398708084,327358088,453847,16.85,-7.52,-15.049999,1.3,4.2488294
32176000,398707942,327357729,453568,16.82,-7.98,-14.809999,1.3399999,4.2177625
32380000,398707795,327357384,453289,16.8,-8.33,-14.62,1.4399999,4.1942005
32584000,398707636,327357029,453002,16.789999,-8.67,-14.37,1.37,4.1692424
32788000,398707477,327356693,452730,16.779999,-8.91,-14.23,1.39,4.1528363
32992000,398707311,327356354,452453,16.779999,-9.11,-14.04,1.29,4.1367793
33196000,398707137,327356011,452163,16.779999,-9.32,-13.94,1.28,4.122991
33400000,398706968,327355684,451905,16.779999,-9.469999,-13.86,1.24,4.1128683
33604000,398706789,327355345,451655,16.779999,-9.559999,-13.799999,1.18,4.106236
33808000,398706613,327355015,451421,16.779999,-9.599999,-13.7699995,1.11,4.103269
34012000,398706440,327354692,451204,16.779999,-9.62,-13.759999,1.04,4.1020474
34216000,398706259,327354356,450994,16.779999,-9.61,-13.75,0.98999995,4.102396
34420000,398706086,327354033,450811,16.779999,-9.58,-13.78,0.87,4.1050143
34624000,398705910,327353702,450634,16.77,-9.54,-13.799999,0.81,4.107283
34828000,398705732,327353364,450471,16.76,-9.46,-13.849999,0.83,4.1128683
35032000,398705562,327353039,450324,16.75,-9.38,-13.9,0.76,4.118628
35236000,398705387,327352697,450175,16.75,-9.2699995,-13.95,0.61,4.125784
35440000,398705221,327352370,450060,16.74,-9.19,-14,0.61,4.131194
35644000,398705053,327352034,449949,16.74,-9.099999,-14.049999,0.57,4.1371284
35848000,398704883,327351689,449837,16.73,-8.98,-14.12,0.48999998,4.145506
36052000,398704722,327351357,449742,16.73,-8.9,-14.15,0.39999998,4.1509166
36256000,398704556,327351010,449652,16.72,-8.79,-14.19,0.42999998,4.1573744
36460000,398704395,327350668,449578,16.71,-8.71,-14.28,0.34,4.1643553
36664000,398704238,327350333,449513,16.69,-8.639999,-14.309999,0.29,4.169068
36868000,398704076,327349983,449456,16.68,-8.559999,-14.299999,0.26999998,4.1725583
37072000,398703922,327349646,449399,16.67,-8.5,-14.32,0.26999998,4.176573
37276000,398703766,327349302,449359,16.65,-8.44,-14.349999,0.19,4.180238
37480000,398703608,327348952,449313,16.63,-8.42,-14.34,0.19,4.181285
37684000,398703457,327348615,449281,16.619999,-8.36,-14.34,0.13,4.1842523
37888000,398703300,327348264,449253,16.6,-8.36,-14.34,0.12,4.1846013
38092000,398703146,327347920,449237,16.59,-8.349999,-14.33,0.14,4.1849504
38296000,398702996,327347582,449215,16.57,-8.309999,-14.33,0.07,4.1866956
38500000,398702839,327347233,449216,16.55,-8.34,-14.28,0.07,4.183554
38704000,398702689,327346897,449200,16.529999,-8.32,-14.2699995,0.049999997,4.1842523
38908000,398702536,327346555,449188,16.51,-8.349999,-14.28,0.01,4.182856
39112000,398702379,327346207,449178,16.48,-8.33,-14.2,0.04,4.1819835
39316000,398702228,327345873,449166,16.46,-8.349999,-14.19,0.01,4.180238
39520000,398702072,327345526,449179,16.43,-8.349999,-14.15,0,4.1791906
39724000,398701918,327345187,449181,16.41,-8.37,-14.099999,0.01,4.176573
39928000,398701767,327344856,449182,16.39,-8.389999,-14.09,-0.04,4.1748276
40132000,398701608,327344511,449173,16.66,-8.53,-14.299999,-0.01,4.1744785
40336000,398701451,327344166,449206,17.49,-8.82,-15.089999,-0.42999998,4.183205
40540000,398701289,327343793,449381,18.25,-8.71,-16.02,-1.3399999,4.2140975
40744000,398701133,327343389,449789,18.64,-7.83,-16.92,-2.53,4.278849
40948000,398701004,327342982,450401,18.77,-6.46,-17.63,-3.46,4.3608794
41152000,398700900,327342543,451211,18.76,-4.64,-18.18,-4.2799997,4.4621086
41356000,398700833,327342103,452140,18.71,-2.6499999,-18.51,-4.77,4.56997
41560000,398700803,327341666,453139,18.67,-0.69,-18.68,-5.21,4.675039
41764000,398700809,327341210,454238,18.66,1.24,-18.63,-5.4,4.779235
41968000,398700847,327340774,455334,18.68,2.9099998,-18.43,-5.5699997,4.8694687
42172000,398700915,327340335,456471,18.72,4.48,-18.17,-5.5699997,4.9542913
42376000,398701013,327339895,457611,18.74,5.87,-17.8,-5.48,5.0310855
42580000,398701131,327339482,458707,18.75,7.1099997,-17.359999,-5.45,5.101423
42784000,398701275,327339064,459841,18.72,8.24,-16.81,-5.4,5.168094
42988000,398701437,327338668,460952,18.67,9.26,-16.199999,-5.47,5.2317986
43192000,398701612,327338295,462044,18.58,10.139999,-15.57,-5.5499997,5.2895694
43396000,398701807,327337906,463318,19.279999,10.63,-16.08,-6.67,5.2965508
43600000,398702003,327337541,464656,18.68,11.03,-15.07,-6.67,5.3441978
43804000,398702209,327337189,466008,18.23,11.28,-14.29,-6.56,5.38085
44008000,398702424,327336848,467351,17.91,11.7,-13.58,-6.39,5.4234357
44212000,398702637,327336520,468733,18.55,11.86,-14.2699995,-7.3399997,5.405808
44416000,398702860,327336182,470250,17.949999,11.87,-13.44,-7.1,5.435653
44620000,398703078,327335865,471679,17.59,11.87,-12.99,-6.81,5.4525833
44824000,398703295,327335567,473009,17.35,12.08,-12.46,-6.52,5.482079
45028000,398703523,327335265,474372,18.27,12.259999,-13.57,-7.2999997,5.446998
45232000,398703745,327334955,475796,17.83,12.29,-12.92,-7.0499997,5.4726543
45436000,398703971,327334649,477200,17.529999,12.24,-12.58,-6.67,5.483999
45640000,398704200,327334346,478547,17.32,12.29,-12.2,-6.31,5.501452
45844000,398704424,327334065,479796,17.119999,12.48,-11.73,-6.17,5.5285044
46048000,398704658,327333747,481218,17.81,12.49,-12.7,-6.75,5.4890604
46252000,398704886,327333447,482553,17.449999,12.33,-12.349999,-6.31,5.496914
46456000,398705108,327333161,483780,17.23,12.309999,-12.04,-5.94,5.5091314
46660000,398705341,327332860,485042,18.119999,12.45,-13.179999,-6.41,5.469338
46864000,398705565,327332559,486307,17.529999,12.32,-12.48,-6.27,5.4913297
47068000,398705790,327332265,487548,17.109999,12.099999,-12.099999,-5.79,5.498136
47272000,398706016,327331974,488704,16.869999,12.11,-11.75,-5.38,5.512797
47476000,398706236,327331703,489750,16.699999,12.29,-11.2699995,-5.14,5.540722
47680000,398706470,327331432,490800,16.619999,12.53,-10.92,-5.0099998,5.5660295
47884000,398706703,327331173,491795,16.66,12.75,-10.73,-4.7,5.5834827
48088000,398706935,327330923,492721,16.72,13.009999,-10.51,-4.5499997,5.6035542
48292000,398707181,327330669,493659,16.75,13.28,-10.23,-4.48,5.626941
48496000,398707422,327330432,494551,16.76,13.49,-9.94,-4.43,5.64806
48700000,398707672,327330197,495455,16.77,13.679999,-9.7,-4.4,5.66656
48904000,398707930,327329962,496350,16.779999,13.82,-9.5199995,-4.31,5.679825
49108000,398708181,327329740,497214,16.779999,13.95,-9.349999,-4.31,5.6923914
49312000,398708443,327329513,498116,16.77,13.99,-9.2,-4.2999997,5.7016416
49516000,398708701,327329293,498983,16.779999,14.059999,-9.16,-4.23,5.705481
49720000,398708960,327329041,499926,17.73,14.19,-10.59,-4.79,5.641951
49924000,398709222,327328783,500923,17.3,13.73,-10.49,-4.67,5.630606
50128000,398709466,327328537,501843,16.9,13.299999,-10.37,-4.49,5.6208324
50332000,398709707,327328292,502725,16.32,12.87,-10.05,-4.13,5.6199603
50536000,398709944,327328049,503517,15.839999,12.45,-9.8,-3.4199998,5.6161203
50740000,398710166,327327821,504112,15.53,12.17,-9.67,-2.47,5.6115823
50944000,398710392,327327585,504529,15.28,11.88,-9.59,-1.55,5.603903
51148000,398710609,327327356,504758,15.059999,11.679999,-9.48,-0.71,5.601285
51352000,398710818,327327134,504830,14.889999,11.509999,-9.44,-0.04,5.5962234
51556000,398711032,327326903,504773,14.78,11.36,-9.44,0.5,5.5897655
51760000,398711236,327326681,504626,14.71,11.219999,-9.48,0.94,5.5817375
51964000,398711442,327326452,504389,14.679999,11.139999,-9.53,1.37,5.5754538
52168000,398711651,327326218,504082,14.7,11.12,-9.61,1.61,5.570218
52372000,398711851,327325991,503750,14.74,11.08,-9.71,1.79,5.563411
52576000,398712060,327325752,503362,14.799999,11.08,-9.809999,1.89,5.558524
52780000,398712264,327325516,502971,14.88,11.07,-9.92,1.9399999,5.5522413
52984000,398712464,327325281,502584,14.96,11.13,-10,1.9399999,5.551019
53188000,398712674,327325036,502186,15.049999,11.25,-9.98,1.87,5.557652
53392000,398712879,327324803,501824,15.139999,11.55,-9.79,1.8299999,5.579992
53596000,398713096,327324573,501445,15.2699995,12.05,-9.37,1.8399999,5.6217055
53800000,398713328,327324351,501064,15.4,12.71,-8.74,1.78,5.6810465
54004000,398713572,327324124,500834,16.699999,13.929999,-9.24,0.89,5.6971035
54208000,398713838,327323914,500663,16.5,14.44,-7.96,0.68,5.778785
54412000,398714108,327323739,500529,16.33,14.92,-6.67,0.68,5.8625607
54616000,398714392,327323578,500538,17.359999,16.23,-6.24,-0.28,5.915793
54820000,398714699,327323450,500614,16.94,16.39,-4.27,-0.48,6.0278435
55024000,398714994,327323369,500716,16.609999,16.42,-2.6699998,-0.44,6.1213927
55228000,398715296,327323325,500788,16.369999,16.34,-1,-0.29999998,6.2217493
55432000,398715601,327323324,500836,16.17,16.16,0.84,-0.19999999,0.052010812
55636000,398715890,327323363,500864,16.05,15.849999,2.4099998,-0.08,0.15097097
55840000,398716185,327323439,500852,15.98,15.509999,3.8,0.13,0.24050637
56044000,398716467,327323546,500783,15.96,15.12,5.0899997,0.44,0.32463124
56248000,398716735,327323681,500683,15.94,14.63,6.3199997,0.56,0.40788344
56452000,398717005,327323849,500540,15.929999,14.08,7.48,0.76,0.48834312
56656000,398717253,327324036,500378,15.929999,13.509999,8.44,0.85999995,0.5581563
56860000,398717496,327324251,500213,15.929999,12.849999,9.36,0.91999996,0.62954026
57068000,398717731,327324491,500017,15.92,12.23,10.21,0.90999997,0.69568825
57268000,398717945,327324739,499840,15.9,11.58,10.92,0.90999997,0.7562511
57472000,398718157,327325015,499670,15.88,10.929999,11.53,0.76,0.8117526
57676000,398718353,327325297,499516,15.849999,10.38,12.009999,0.65,0.85800385
57880000,398718535,327325583,499398,15.82,9.88,12.349999,0.53,0.89605206
58084000,398718716,327325889,499291,15.78,9.48,12.62,0.45999998,0.92642075
58288000,398718884,327326188,499204,15.73,9.12,12.82,0.32,0.9522516
58492000,398719050,327326496,499148,15.679999,8.9,12.929999,0.22999999,0.9681341
58696000,398719216,327326812,499099,15.63,8.74,12.96,0.14999999,0.9772098
58900000,398719373,327327116,499078,15.589999,8.7,12.929999,0.14,0.978257
59104000,398719536,327327432,499056,15.549999,8.69,12.92,0.07,0.978257
59308000,398719697,327327740,499037,15.5199995,8.78,12.82,0.11,0.96987945
59512000,398719856,327328040,499019,15.5,8.87,12.719999,0.049999997,0.96185094
59716000,398720024,327328349,499001,15.48,9.04,12.55,0.089999996,0.9463175
59920000,398720189,327328643,498984,15.469999,9.22,12.42,0.13,0.93235487
60124000,398720361,327328938,498967,15.45,9.42,12.24,0.14999999,0.91472703
60328000,398720539,327329235,498955,15.44,9.65,12.08,0.099999994,0.8967501
60532000,398720716,327329517,498927,15.429999,9.849999,11.88,0.13,0.87824965
60735999,398720903,327329804,498901,15.42,10.099999,11.65,0.11,0.85660756
60940000,398721087,327330076,498879,15.42,10.3,11.48,0.08,0.8393288
61143999,398721282,327330354,498851,15.41,10.51,11.29,0.11,0.8208283
61348000,398721477,327330623,498828,15.41,10.7,11.09,0.13,0.80285144
61552000,398721672,327330881,498797,15.41,10.87,10.92,0.07,0.78766704
61756000,398721874,327331141,498782,15.41,11.05,10.78,0.089999996,0.77283174
61960000,398722083,327331402,498759,15.42,11.19,10.59,0.12,0.7579965
62164000,398722286,327331650,498732,15.429999,11.32,10.48,0.13,0.7470009
62368000,398722495,327331900,498714,15.429999,11.42,10.37,0.07,0.737227
62571999,398722710,327332153,498699,15.429999,11.5199995,10.29,0.07,0.72902405
62776000,398722919,327332394,498695,15.429999,11.58,10.21,0.03,0.7223918
62979999,398723132,327332638,498683,15.429999,11.62,10.139999,-0.01,0.7173303
63184000,398723350,327332886,498686,15.429999,11.65,10.12,-0.01,0.7152359
63387999,398723565,327333127,498686,15.429999,11.66,10.11,0.01,0.71453774
63592000,398723775,327333365,498690,15.429999,11.66,10.099999,-0.03,0.7141887
63796000,398723996,327333637,498689,16.73,11.82,11.86,-0.07,0.78679436
64000000,398724212,327333920,498728,16.5,11.62,11.69,-0.29999998,0.78819066
64204000,398724419,327334193,498827,16.19,11.349999,11.559999,-0.63,0.7946484
64408000,398724630,327334473,498974,15.91,11.16,11.36,-0.77,0.7941248
64612000,398724834,327334742,499137,15.7,11.12,11.09,-0.7,0.7840019
64816000,398725035,327335000,499278,15.549999,11.11,10.889999,-0.58,0.7754498
65020000,398725239,327335258,499395,15.32,11,10.679999,-0.53,0.7707374
65224000,398725444,327335517,499476,15.5,11.13,10.76,-0.35,0.7681194
65428000,398725653,327335782,499515,16.64,11.889999,11.67,-0.17,0.7759734
65632000,398725873,327336096,499561,18.46,11.98,14.049999,-0.42999998,0.86463606
65836000,398726091,327336447,499723,18.4,11.12,14.69,-1.1,0.922581
66040000,398726280,327336800,500010,18.109999,9.7699995,15.24,-1.73,1.0004227
66244000,398726448,327337171,500423,17.82,8.47,15.67,-2.21,1.0751228
66448000,398726594,327337559,500891,17.58,7.2,16.05,-2.34,1.1491247
66652000,398726714,327337948,501382,17.39,5.77,16.39,-2.4099998,1.2318534
66856000,398726804,327338336,501879,17.01,4.3399997,16.43,-2.53,1.3124875
67060000,398726868,327338749,502338,17.89,2.45,17.71,-1.7199999,1.4330899
67264000,398726906,327339170,502632,17.48,1.5999999,17.39,-1.1999999,1.4784684
67468000,398726927,327339576,502821,17.1,0.74,17.109999,-0.68,1.5273376
67672000,398726933,327339990,502920,16.779999,-0.01,16.75,-0.17,1.5713199
67876000,398726927,327340389,502890,16.55,-0.52,16.55,0.48999998,1.6022122
68080000,398726914,327340775,502713,16.369999,-1,16.34,1.0799999,1.6320573
68284000,398726873,327341185,502361,17.56,-2.82,17.31,2.11,1.7327628
68488000,398726815,327341606,501887,17.47,-3.4399998,17.14,2.46,1.7688912
68692000,398726746,327342007,501382,17.41,-4.0499997,16.94,2.54,1.8053684
68896000,398726667,327342411,500854,17.369999,-4.46,16.8,2.6499999,1.8305012
69100000,398726580,327342819,500286,17.35,-4.8599997,16.64,2.71,1.8549359
69304000,398726489,327343209,499732,17.33,-5.27,16.52,2.74,1.8797195
69508000,398726389,327343604,499151,17.32,-5.5899997,16.359999,2.8899999,1.9003145
69712000,398726281,327344003,498544,17.33,-5.85,16.34,3.08,1.9146261
69916000,398726171,327344393,497903,17.35,-6.0699997,16.25,3.1399999,1.9284142
70120000,398726045,327344784,497222,18.699999,-7.93,16.93,3.5,2.0086994
70324000,398725894,327345197,496530,18.73,-8.11,16.89,3.1899998,2.0184731
70528000,398725743,327345601,495917,18.71,-8.2699995,16.779999,2.83,2.0287707
70732000,398725595,327345995,495361,18.67,-8.23,16.77,2.6499999,2.0270255
70936000,398725441,327346405,494807,18.619999,-8.139999,16.75,2.6599998,2.0231857
71140000,398725293,327346806,494271,18.56,-8.04,16.73,2.54,2.0188222
71344000,398725143,327347202,493769,19.85,-9.639999,17.369999,2.6399999,2.07764
71548000,398724968,327347619,493235,19.77,-9.41,17.38,2.6699998,2.0671678
71752000,398724793,327348043,492706,19.67,-9.24,17.369999,2.4199998,2.059663
71956000,398724628,327348452,492234,19.57,-8.97,17.41,2.3,2.0463986
72160000,398724466,327348869,491766,19.46,-8.61,17.449999,2.26,2.0291197
72364000,398724308,327349297,491303,19.35,-8.309999,17.449999,2.27,2.0153317
72568000,398724160,327349708,490827,19.25,-8.04,17.47,2.37,2.0022416
72772000,398724014,327350128,490333,19.17,-7.7599998,17.52,2.51,1.9875809
72976000,398723871,327350557,489780,19.109999,-7.52,17.55,2.72,1.975538
73180000,398723735,327350978,489225,19.06,-7.3199997,17.59,2.84,1.9648916
73384000,398723604,327351393,488646,19.029999,-7.12,17.6,2.95,1.9554669
73588000,398723473,327351824,488005,19.01,-6.85,17.71,3.1699998,1.940108
73792000,398723350,327352251,487335,19,-6.43,17.9,3.4099998,1.9158479
73996000,398723239,327352674,486635,19.01,-5.8799996,18.07,3.57,1.8853046
74200000,398723136,327353119,485880,19.029999,-5.0899997,18.33,3.6299999,1.8414968
74404000,398723051,327353562,485124,19.039999,-4.13,18.6,3.74,1.789486
74608000,398722986,327354002,484364,19.05,-3.03,18.81,3.8999999,1.730843
74812000,398722943,327354455,483559,19.06,-1.73,18.97,4,1.662077
75016000,398722925,327354920,482718,19.07,-0.19,19.07,4.13,1.5809191
75220000,398722937,327355368,481903,19.07,1.48,19.029999,4.11,1.4929546
75424000,398722981,327355822,481064,19.06,3.1899998,18.8,4.14,1.4021975
75628000,398723056,327356277,480192,19.07,4.8199997,18.46,4.31,1.314931
75832000,398723157,327356706,479317,19.1,6.24,18.029999,4.46,1.2372639
76036000,398723283,327357134,478387,19.16,7.45,17.65,4.58,1.1711159
76240000,398723433,327357560,477425,19.25,8.45,17.279999,4.71,1.1157889
