timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,yaw_acceptance,altitude_acceptance
11960000,0.0021723218,0.0,1.9673967,1.6146694,-0.16485405,nan,0.47746477,nan,0.0
12440000,0.0,0.0,1.5821549,1.5820044,-0.0032260192,414.98438,26.261412,nan,0.0
12944000,0.0,-0.20944823,1.5782216,1.5811518,0.34511077,408.23907,90.56737,nan,0.0
13448000,0.0,-0.05338253,1.579991,1.5814342,0.22413506,397.4522,109.81316,nan,0.0
13952000,0.0,0.081788145,1.5774441,1.5806613,0.5160165,385.6679,112.47034,nan,0.0
14455999,0.0,0.22509478,1.5670829,1.5775722,1.6553876,373.87592,110.738045,nan,0.0
14960000,0.0,0.34906584,1.5520267,1.5731066,3.22294,362.3874,107.42846,nan,0.0
15440000,-0.22138117,0.34906584,1.5531247,1.5671492,2.0984552,351.82782,104.828094,nan,0.0
15944000,-0.23218274,0.28924745,1.5317973,1.5608151,4.193877,340.98016,101.460724,nan,0.0
16448000,-0.22486424,0.20837525,1.5094066,1.5540878,6.290311,330.6067,98.75776,nan,0.0
16952000,-0.20524645,0.21546221,1.4929221,1.5482438,7.9624004,320.19006,99.36111,nan,0.0
17456000,-0.17977153,0.21933347,1.4802476,1.5433748,9.210319,309.69617,99.28879,nan,0.0
17960000,-0.15456778,0.22220917,1.471525,1.5395751,10.033893,299.19287,98.910355,nan,0.0
18440000,-0.13339548,0.22430404,1.4669873,1.5370342,10.434642,289.2269,98.479416,nan,0.0
18944000,-0.11816944,0.22662334,1.4624465,1.5342556,10.834379,278.80936,98.07378,nan,0.0
19448000,-0.104966864,0.2290432,1.4622076,1.532841,10.809943,268.43463,97.64272,nan,0.0
19952000,-0.09609223,0.2319324,1.4618963,1.5313231,10.785676,258.1194,97.1521,nan,0.0
20456000,-0.09061931,0.23451549,1.4615474,1.5296906,10.761578,247.86269,96.6332,nan,0.0
20960000,-0.087232195,0.23720954,1.4613214,1.5279299,10.737647,237.6658,96.224266,nan,0.0
21440000,-0.08512571,0.24016197,1.4610422,1.5261102,10.714896,228.0052,95.782265,nan,0.0
21944000,-0.07957889,0.2434158,1.4652418,1.5259964,10.26713,217.90704,95.33697,nan,0.0
22448000,-0.07834544,0.24676444,1.4648902,1.5238334,10.243536,207.87311,94.81026,nan,0.0
22952000,-0.07733336,0.25024003,1.4646337,1.5214685,10.220112,197.89081,94.37063,nan,0.0
23456000,-0.07239196,0.25402677,1.4688497,1.5211067,9.772512,187.9583,93.87125,nan,0.0
23960000,-0.07222269,0.19812715,1.468026,1.5183662,9.749425,178.08452,92.9184,nan,0.0
24440000,-0.06856765,0.04535122,1.468205,1.5180249,9.303679,168.94852,88.82077,nan,0.0
24944000,-0.0653437,0.005591298,1.4640714,1.5149927,9.282108,159.75232,85.26916,nan,0.0
25448000,-0.05378829,-0.014613983,1.4659183,1.5145376,8.837208,150.88457,82.57492,nan,0.0
25952000,-0.04076235,-0.020995133,1.4690566,1.5140829,8.392642,142.2467,80.77642,nan,0.0
26456000,-0.028144455,-0.021769408,1.4731603,1.5136915,7.9487505,133.76453,79.63298,nan,0.0
26960000,-0.0132822385,-0.018727632,1.4833173,1.5166254,7.080686,125.37313,78.93203,nan,0.0
27440000,-0.005305723,-0.014909642,1.4886073,1.51656,6.6378055,117.425385,78.61333,nan,0.0
27944000,0.0041853827,-0.009970802,1.4995211,1.520224,5.7700787,109.109726,78.444176,nan,0.0
28448000,0.0069133253,-0.004522293,1.5051864,1.5202525,5.3263555,100.799904,78.43797,nan,0.0
28952000,0.011922616,0.0009268645,1.516303,1.5249058,4.4586277,92.49502,78.48241,nan,0.0
29456000,0.011195771,0.0069012055,1.5220164,1.5254035,4.0149055,84.180374,78.56126,nan,0.0
29960000,0.009699767,0.03947291,1.5274941,1.5548685,2.7453794,373.5784,79.00853,nan,0.0
30463999,0.008628829,0.23635554,1.5352142,1.5556443,2.3972986,364.72122,88.685295,nan,0.0
30944000,-0.007007245,0.26968694,1.5400599,1.5564502,2.0510583,355.54227,92.44309,nan,0.0
31448000,-0.029097123,0.28244877,1.5392033,1.5560439,2.1351132,345.7416,92.65539,nan,0.0
31952000,-0.048881017,0.2891016,1.5336847,1.5543511,2.6433275,335.93723,92.55234,nan,0.0
32456000,-0.061757717,0.29365078,1.5281523,1.5525602,3.150928,326.1465,92.42975,nan,0.0
32960000,-0.06574629,0.29710063,1.5271418,1.5519992,3.2343693,316.37317,92.147446,nan,0.0
33464000,-0.07042148,0.29993084,1.5214304,1.5500195,3.74197,306.63242,91.69868,nan,0.0
33944000,-0.07268544,0.3022181,1.5157027,1.5479482,4.2452755,297.38522,91.23864,nan,0.0
34448000,-0.07339278,0.304394,1.509835,1.5457066,4.752263,287.72827,90.70953,nan,0.0
34952000,-0.06992535,0.30643967,1.5086403,1.5448406,4.8344774,278.11987,90.224205,nan,0.0
35456000,-0.06640086,0.30844787,1.5074742,1.5439197,4.916078,268.54175,89.79559,nan,0.0
35960000,-0.067223765,0.31038323,1.5015683,1.5412939,5.421838,259.00714,89.4052,nan,0.0
36464000,-0.064308606,0.3121351,1.5003657,1.5401667,5.503438,249.51344,88.98936,nan,0.0
36944000,-0.061325923,0.31402048,1.4992248,1.5390259,5.5801306,240.51427,88.59824,nan,0.0
37448000,-0.058913365,0.31597507,1.498064,1.5377351,5.660504,231.10207,88.25121,nan,0.0
37952000,-0.053243797,0.31782988,1.5017197,1.5382469,5.3167186,221.73373,87.89087,nan,0.0
38456000,-0.052420363,0.3198474,1.5005542,1.5368186,5.396478,212.40326,87.52608,nan,0.0
38960000,-0.0521563,0.32177493,1.4994109,1.5352716,5.475625,203.11292,87.19597,nan,0.0
39464000,-0.052103635,0.3236354,1.4982417,1.5335768,5.5547714,193.86461,86.84274,nan,0.0
39944000,-0.04796168,0.29165816,1.5020075,1.5341078,5.205463,185.09372,86.46232,nan,0.0
40448000,-0.04732556,0.10764515,1.4977695,1.5322409,5.282155,176.13538,81.97676,nan,0.0
40952000,-0.04448538,0.06279433,1.4942249,1.5302778,5.3551664,167.61243,78.78538,nan,0.0
41456000,-0.034085523,0.042155854,1.4968033,1.5308586,5.000951,159.38211,76.46836,nan,0.0
41960000,-0.027202668,0.033682067,1.4946249,1.5287396,5.069667,151.33719,75.02551,nan,0.0
42464000,-0.017202595,0.03176968,1.4986827,1.5293602,4.71361,143.41861,74.20272,nan,0.0
42944000,-0.008731881,0.03277435,1.5032219,1.5302044,4.3532586,135.94351,73.793106,nan,0.0
43448000,0.0020903752,0.03435472,1.513742,1.5343655,3.5712016,128.13034,73.651306,nan,0.0
43952000,0.0065864236,0.036397535,1.5186183,1.5355216,3.213918,120.32182,73.68544,nan,0.0
44456000,0.009314811,0.038962625,1.5235744,1.5368602,2.8560205,112.51345,73.865845,nan,0.0
44960000,0.010983058,0.04236946,1.5285051,1.5383749,2.4987369,104.68803,74.06417,nan,0.0
45464000,0.011103789,0.04463628,1.5334114,1.5401344,2.1414533,96.846535,74.26935,nan,0.0
45944000,0.010604784,0.047212053,1.5383126,1.5422952,1.7817153,89.3644,74.44261,nan,0.0
46448000,0.0099810455,0.049791075,1.5431526,1.5447633,1.4244313,81.485756,74.596245,nan,0.0
46952000,0.009482321,0.051468138,1.5479476,1.5477337,1.0677611,73.59741,74.664116,nan,0.0
47456000,0.015632777,0.052743327,1.5619707,1.5619174,549.81067,624.81104,74.766205,nan,0.0
47960000,0.010882969,0.05397772,1.5625453,1.5624926,541.9113,616.9034,74.84729,nan,0.0
48464000,0.006088903,0.056061465,1.5624373,1.5623853,533.9439,608.9771,74.94749,nan,0.0
48944000,0.0031940546,0.057430986,1.5630379,1.5629865,526.4037,601.42285,74.94671,nan,0.0
49448000,0.00090764376,0.057989836,1.5629346,1.562884,518.50793,593.48596,74.94891,nan,0.0
49952000,-0.00074884633,0.058543187,1.5628277,1.5627778,510.5404,585.5508,74.93598,nan,0.0
50456000,-0.0018899788,0.058536727,1.5627187,1.5626694,502.64465,577.6238,74.9154,nan,0.0
50960000,-0.0026322247,0.05828238,1.5626057,1.5625571,494.6772,569.6942,74.93578,nan,0.0
51464000,-0.0032644721,0.05850815,1.5624907,1.5624427,486.78156,561.7602,74.92899,nan,0.0
51944000,-0.0036900702,0.058450796,1.5623777,1.5623304,479.2447,554.2083,74.86213,nan,0.0
52448000,-0.004003537,0.058041953,1.5622549,1.5622083,471.27728,546.2935,74.8328,nan,0.0
52952000,-0.0038913337,0.0580001,1.5629175,1.5628716,463.37805,538.3777,74.77164,nan,0.0
53456000,-0.0044590663,0.05757842,1.5628002,1.562755,455.48236,530.4704,74.697784,nan,0.0
53960000,-0.004808531,0.05751907,1.5626794,1.5626348,447.58667,522.57324,74.61994,nan,0.0
54464000,-0.005045715,0.056890804,1.5625548,1.562511,439.69092,514.6886,74.49215,nan,0.0
54944000,-0.0053640534,0.056531947,1.5624324,1.5623891,432.15414,507.18414,74.41106,nan,0.0
55448000,-0.0056514693,0.056309037,1.5623014,1.5622587,424.33023,499.31906,74.32434,nan,0.0
55952000,-0.0058769104,0.055840753,1.5621649,1.562123,416.43457,491.4679,74.20792,nan,0.0
56456000,-0.0062053995,0.055155024,1.5620252,1.561984,408.6107,483.62527,74.13259,nan,0.0
56960000,-0.0065422673,0.05422406,1.561881,1.5618404,400.78674,475.7938,74.09573,nan,0.0
57464000,-0.0067024594,0.054296948,1.5617319,1.561692,392.96292,467.95786,74.05082,nan,0.0
57944000,-0.0068841386,0.053694464,1.561585,1.5615457,385.49792,460.502,74.02246,nan,0.0
58448000,-0.0066069746,0.053623036,1.5614258,1.5613872,377.67404,452.6868,73.95,nan,0.0
58952000,-0.0065503013,0.052932717,1.5612609,1.561223,369.85028,444.8769,73.90739,nan,0.0
59456000,-0.0065213176,0.05311753,1.5610918,1.5610546,362.0982,437.06854,73.825424,nan,0.0
59960000,-0.006588817,0.052356724,1.560915,1.5608783,354.27444,429.27722,73.752716,nan,0.0
60464000,-0.0067913146,0.05169294,1.5607315,1.5606955,346.4506,421.4869,73.73795,nan,0.0
60944000,-0.0070255715,0.05118529,1.5605518,1.5605165,339.0575,414.06433,73.77249,nan,0.0
61448000,-0.007519121,0.051293097,1.5603564,1.5603217,331.3055,406.27576,73.76327,nan,0.0
61952000,-0.008181107,0.051548727,1.5601513,1.5601174,323.48178,398.49484,73.71147,nan,0.0
62455999,-0.008579233,0.05096523,1.5599401,1.5599068,315.72983,390.71677,73.64953,nan,0.0
62960000,-0.008993444,0.05104118,1.5597184,1.5596857,307.9061,382.94107,73.62102,nan,0.0
63464000,-0.010101658,0.0511938,1.5583588,1.5583268,300.1592,375.17438,73.52355,nan,0.0
63967999,-0.010033703,0.05049218,1.5580964,1.558065,292.40744,367.41647,73.42302,nan,0.0
64448000,-0.0098071555,0.049713977,1.5578356,1.5578048,285.01453,360.03775,73.37126,nan,0.0
64952000,-0.009872388,0.049362246,1.5575503,1.5575203,277.2628,352.29208,73.33796,nan,0.0
65456000,-0.010324241,0.048620865,1.5572523,1.557223,269.51108,344.543,73.32042,nan,0.0
65960000,-0.010496304,0.048469845,1.5569406,1.5569118,261.7594,336.78775,73.34125,nan,0.0
66464000,-0.010831401,0.04789766,1.556614,1.556586,254.00775,329.03525,73.365135,nan,0.0
66968000,-0.010884717,0.04733703,1.5562718,1.5562444,246.25616,321.29062,73.36499,nan,0.0
67448000,-0.010776023,0.0470538,1.5559331,1.5559063,238.93524,313.9226,73.329185,nan,0.0
67952000,-0.010885895,0.046105176,1.5555568,1.5555307,231.18372,306.1933,73.28984,nan,0.0
68456000,-0.0112882,0.04596834,1.5551609,1.5551355,223.43222,298.4606,73.27795,nan,0.0
68960000,-0.011631007,0.046364337,1.5547479,1.5547231,215.75256,290.73154,73.24197,nan,0.0
69464000,-0.011720197,0.04626934,1.5543083,1.5542841,208.00116,283.00266,73.16186,nan,0.0
69968000,-0.013040828,0.045044012,1.5523031,1.5522796,200.25739,275.2828,73.12298,nan,0.0
70448000,-0.013121754,0.04510859,1.5517977,1.551775,192.93695,267.93704,73.11304,nan,0.0
70952000,-0.013174697,0.045129698,1.5512371,1.5512149,185.25775,260.22012,73.14632,nan,0.0
71456000,-0.013036659,0.045301918,1.5506366,1.5506152,177.50691,252.4979,73.14908,nan,0.0
71960000,-0.013013641,0.04519195,1.5499982,1.5499773,169.75613,244.77504,73.12141,nan,0.0
72464000,-0.012943103,0.044819593,1.5493245,1.5493042,162.0772,237.05553,73.087395,nan,0.0
72968000,-0.011323439,0.0442453,1.550448,1.5504284,154.31763,229.34683,73.04158,nan,0.0
73448000,-0.01162671,0.043957822,1.5497769,1.549758,146.99748,222.00185,73.003105,nan,0.0
73952000,-0.012232759,0.043338213,1.5490236,1.5490054,139.3186,214.29259,72.99226,nan,0.0
74456000,-0.012959312,0.04302143,1.5482066,1.5481889,131.56813,206.58438,72.982155,nan,0.0
74960000,-0.013667722,0.04296891,1.5473343,1.5473174,123.88953,198.87347,72.96631,nan,0.0
75464000,-0.014321799,0.042388916,1.5463828,1.5463665,116.13934,191.15839,72.95368,nan,0.0
75968000,-0.01515037,0.04301029,1.5453608,1.5453452,108.461105,183.44934,72.9498,nan,0.0
76448000,-0.015600881,0.041938577,1.5443037,1.5442886,101.14186,176.11723,72.92267,nan,0.0
76952000,-0.016169334,0.041870575,1.5430841,1.5430697,93.39229,168.40352,72.95058,nan,0.0
77456000,-0.016806103,0.04160027,1.54176,1.5417463,85.71478,160.69315,72.98698,nan,0.0
77960000,-0.017270807,0.041200776,1.5402886,1.5402755,77.965805,152.98502,72.99006,nan,0.0
78464000,-0.017454019,0.040429953,1.538676,1.5386636,70.288956,145.2753,72.98981,nan,0.0
78968000,-0.015293614,0.040149946,1.5399485,1.5399367,62.527023,137.56602,73.017685,nan,0.0
79448000,-0.015541439,0.0403344,1.5382141,1.538203,55.208984,130.22202,72.98327,nan,0.0
79952000,-0.016095908,0.039075784,1.5361722,1.5361617,47.5327,122.519104,72.92358,nan,0.0
80456000,-0.017486842,0.037870865,1.5338572,1.5338475,39.856995,114.81942,72.97008,nan,0.0
80960000,-0.016220002,0.038294088,1.535142,1.5351328,32.0943,107.124916,72.999405,nan,0.0
81464000,-0.017634735,0.03841385,1.532388,1.5323795,24.418945,99.42408,72.991936,nan,0.0
81968000,-0.019678146,0.03745472,1.5291734,1.5291655,16.744453,91.72402,72.978874,nan,0.0
82448000,-0.021905383,0.03728492,1.5255649,1.5255576,9.429626,84.39253,72.97787,nan,0.0
82952000,-0.020204518,0.037139475,1.5265198,1.5265132,1.666008,76.71104,72.921196,nan,0.0
83456000,0.00035557614,0.036598485,1.5215923,1.5215864,-6.006241,69.03194,72.84997,nan,0.0
83960000,0.00063992536,0.03633828,1.5154321,1.5154269,-13.676411,61.347004,72.83333,nan,0.0
84464000,0.0011969017,0.036382105,1.507511,1.5075064,-21.343578,53.66377,72.8406,nan,0.0
84968000,0.002321537,0.036734037,1.4969497,1.4969457,-29.006264,45.986156,72.835144,nan,0.0
85448000,0.0044611134,0.03619308,1.4829892,1.4829859,-36.30425,38.67881,72.816284,nan,0.0
85952000,0.0079530645,0.03603323,1.4612966,1.4612939,-43.947975,31.01813,72.84292,nan,0.0
86456000,0.014773922,0.036167745,1.425469,1.425467,-51.56756,23.3852,72.87447,nan,0.0
86960000,0.033089872,0.03634001,1.3543613,1.3543601,-59.19831,15.818433,72.912254,nan,0.0
87464000,0.1127493,0.035984665,1.1581993,1.1581988,-66.53744,8.524359,72.91301,nan,0.0
87968000,0.56488293,0.03613441,-0.0,0.0,-71.18243,3.8501923,72.98626,nan,0.0
88448000,0.115721345,0.03703062,-1.0034207,-1.0034202,-66.31793,8.585865,73.18629,nan,0.0
88952000,0.15408787,0.040451176,-1.1922414,-1.1922404,-58.931812,16.052696,73.480576,nan,0.0
89456000,0.224415,0.043297097,-1.2441815,-1.2441797,-51.202522,23.800692,73.694984,nan,0.0
89960000,0.299123,0.046082247,-1.2578295,-1.2578273,-43.312523,31.629223,73.94148,nan,0.0
90464000,0.37201467,0.049711205,-1.2547216,-1.2547188,-35.42611,39.507607,74.16407,nan,0.0
90968000,0.4416273,0.05408552,-1.2427236,-1.2427202,-27.60896,47.40053,74.44016,nan,0.0
91448000,0.5046787,0.058984574,-1.2238046,-1.2238007,-20.118126,54.909508,74.78848,nan,0.0
91952000,0.5661712,0.065830685,-1.1967752,-1.196771,-12.307426,62.754124,75.33588,nan,0.0
92456000,0.62148654,0.073727466,-1.1559542,-1.1559496,-4.487549,70.48592,75.976135,nan,0.0
92960000,0.6576127,0.08408674,-1.1144371,-1.1144323,2.965767,77.99797,76.73604,nan,0.0
93464000,0.66321737,0.09385354,-1.060671,-1.0606662,10.132675,85.11786,77.62895,nan,0.0
93968000,0.67067206,0.10416147,-0.9992542,-0.9992496,16.74662,91.6689,78.8288,nan,0.0
94448000,0.67825156,0.11420366,-0.9363476,-0.93634325,22.324997,97.246735,80.063385,nan,0.0
94952000,0.6862851,0.124019496,-0.86742854,-0.8674247,27.307266,102.354294,81.38848,nan,0.0
95456000,0.6922172,0.13410227,-0.7944362,-0.794433,31.545143,106.647484,82.37818,nan,0.0
95960000,0.69520295,0.14347315,-0.7191907,-0.719188,34.942596,110.05036,82.88003,nan,0.0
96464000,0.66893804,0.15056078,-0.64218646,-0.6421844,37.295746,112.37869,82.66496,nan,0.0
96968000,0.5819791,0.1534718,-0.5646705,-0.564669,38.479553,113.33119,81.67978,nan,0.0
97448000,0.45350662,0.15117663,-0.4936242,-0.4936232,37.712387,112.7474,80.01736,nan,0.0
97952000,0.30841962,0.1429272,-0.42174128,-0.42174068,35.64898,110.709915,77.45666,nan,0.0
98456000,0.1933559,0.1286212,-0.35414937,-0.35414895,32.633163,107.727615,74.37421,nan,0.0
98960000,0.12026246,0.1110559,-0.28857622,-0.28857604,29.423187,104.28934,71.4348,nan,0.0
99464000,0.07033123,0.09266397,-0.22609726,-0.22609717,25.54338,100.728424,68.94598,nan,0.0
99968000,0.042653,0.07609894,-0.16326712,-0.16326709,22.155571,97.19977,67.203705,nan,0.0
100448000,0.025506226,0.0638062,-0.10195022,-0.10195022,18.80558,93.945656,66.10703,nan,0.0
100952000,0.019006064,0.055050276,-0.03478014,-0.034780137,15.828377,90.67727,65.45223,nan,0.0
101456000,0.01407248,0.04915789,0.035309233,0.035309233,12.43454,87.59085,65.131775,nan,0.0
101960000,0.018960692,0.04686464,0.10758166,0.107581645,9.901665,84.70527,65.09364,nan,0.0
102464000,0.023674933,0.044905543,0.18490303,0.184903,6.9908524,82.036575,65.10159,nan,0.0
102968000,0.03130526,0.04200615,0.2647702,0.26477015,4.547699,79.58978,65.22412,nan,0.0
103448000,0.03983861,0.04024616,0.3447708,0.3447705,2.5199127,77.454,65.32939,nan,0.0
103952000,0.04515075,0.038608555,0.43318492,0.43318447,0.24201965,75.39671,65.366875,nan,0.0
104456000,0.046596065,0.036457166,0.52211154,0.5221108,-1.593689,73.497215,65.252785,nan,0.0
104960000,0.04453488,0.032126278,0.6149652,0.6149641,-3.3342133,71.72283,65.03413,nan,0.0
105464000,0.038677927,0.027589753,0.7100807,0.7100791,-5.078827,70.02623,64.86023,nan,0.0
105968000,0.030583961,0.023202676,0.804052,0.80404985,-6.524948,68.38161,64.75502,nan,0.0
106448000,0.025709376,0.01911896,0.89948857,0.8994859,-8.169693,66.84761,64.78427,nan,0.0
106952000,0.025281547,0.01590902,1.0012722,1.0012689,-9.709808,65.28298,64.99935,nan,0.0
107456000,0.028488714,0.013352802,1.102295,1.1022911,-11.122417,63.79833,65.31313,nan,0.0
107960000,0.040477782,0.011464265,1.2102454,1.2102411,-12.4780655,62.422974,65.72551,nan,0.0
108464000,0.06124485,0.01052355,1.3257337,1.3257289,-13.808414,61.210052,66.18782,nan,0.0
108968000,0.0797245,0.009298551,1.4365003,1.4364953,-14.807583,60.184242,66.5685,nan,0.0
109448000,0.10264642,0.008345542,1.5493634,1.5493584,-15.623051,59.410347,66.89716,nan,0.0
109952000,0.12896374,0.006444649,1.6719583,1.6719534,-16.197433,58.807953,67.240654,nan,0.0
110456000,0.14923586,0.0052604806,1.7904649,1.7904602,-16.602165,58.42204,67.5271,nan,0.0
110960000,0.16826464,0.00399838,1.9126222,1.912618,-16.791206,58.232327,67.714485,nan,0.0
111464000,0.18755668,0.0026001926,2.0387092,2.0387053,-16.69085,58.219444,67.89121,nan,0.0
111968000,0.19769402,0.00083462,2.157196,2.1571932,-16.743229,58.34893,68.06826,nan,0.0
112448000,0.21133412,0.0008485897,2.2790017,2.2789996,-16.31068,58.5694,68.20863,nan,0.0
112952000,0.21700165,-8.867014e-05,2.3983083,2.3983066,-16.234833,58.87434,68.39748,nan,0.0
113456000,0.22829923,-0.00084067427,2.5234911,2.5234902,-15.6661,59.227642,68.786865,nan,0.0
113960000,0.23860875,0.00020878007,2.6461248,2.6461244,-15.212666,59.611034,69.32195,nan,0.0
114464000,0.25027835,0.0018012066,2.7677443,2.767744,-14.854584,60.031345,69.99445,nan,0.0
114968000,0.2656292,0.0035416042,2.8895507,2.8895507,-14.554077,60.51486,70.837585,nan,0.0
115448000,0.28778225,0.0070799477,3.008657,3.008657,-13.803043,61.064766,71.81437,nan,0.0
115952000,0.31244817,0.011366764,3.1311612,3.1311612,-13.067085,61.77767,72.90146,nan,0.0
116456000,0.33984634,0.015962617,-3.0281136,-3.0281136,-12.242634,62.66277,74.02907,nan,0.0
116960000,0.368641,0.02143651,-2.9039228,-2.9039228,-11.279217,63.75223,75.11686,nan,0.0
117464000,0.39617887,0.02671426,-2.7829247,-2.7829242,-9.767761,65.05978,76.056854,nan,0.0
117968000,0.4225144,0.03250742,-2.660274,-2.6602736,-8.482285,66.581245,76.92883,nan,0.0
118448000,0.44576412,0.03838326,-2.5465357,-2.5465345,-6.8751984,68.21875,77.664345,nan,0.0
118952000,0.4678864,0.04490152,-2.4299572,-2.4299555,-4.985153,70.10394,78.40215,nan,0.0
119456000,0.48564047,0.05210244,-2.3199868,-2.3199844,-2.7519073,72.11999,79.04803,nan,0.0
119960000,0.5010181,0.05943591,-2.2069979,-2.2069945,-0.7517319,74.20672,79.61915,nan,0.0
120464000,0.5120587,0.06673962,-2.0954127,-2.0954084,1.2171936,76.30348,80.10594,nan,0.0
120968000,0.51686054,0.07406735,-1.9894625,-1.9894575,3.252945,78.31558,80.547325,nan,0.0
121448000,0.026438687,0.08028747,-0.8103774,-0.28325593,76.61821,299.78555,80.95541,nan,0.0
121952000,-0.68430537,0.0872152,-0.8103774,-0.2892426,80.45654,308.17645,81.06031,nan,0.0
122456000,-0.6753184,0.086503364,-0.8103774,-0.29475147,84.35603,316.49515,79.58384,nan,0.0
122960000,-0.66031563,0.07863042,-0.8103774,-0.30409473,89.291954,324.25992,77.16568,nan,0.0
123464000,-0.64732814,0.06850135,-0.8103774,-0.31749693,95.407814,330.99756,75.11745,nan,0.0
123968000,-0.641438,0.05909102,-0.8103774,-0.33482236,102.570694,336.372,74.20178,nan,0.0
124448000,-0.64156747,0.05352421,-0.8103774,-0.3541258,109.93009,340.11136,74.221825,nan,0.0
124952000,-0.6443765,0.05092331,-0.8103774,-0.3761787,117.834206,342.62106,74.657585,nan,0.0
125456000,-0.6467211,0.04978814,-0.8103774,-0.39896047,125.62657,343.7402,75.02273,nan,0.0
125960000,-0.6481272,0.050251227,-0.8103774,-0.4220468,132.88725,343.52472,75.24232,nan,0.0
126464000,-0.6485189,0.05157675,-0.8103774,-0.4450515,139.53394,342.0145,75.303566,nan,0.0
126968000,-0.6467013,0.05411358,-0.8103774,-0.46710575,145.136,339.22794,75.35625,nan,0.0
127471999,-0.6301506,0.056341846,-0.8103774,-0.48769906,149.61113,335.21234,75.53792,nan,0.0
127952000,-0.5983794,0.05925694,-0.8103774,-0.5054255,152.5899,330.321,75.81438,nan,0.0
128456000,-0.55115557,0.062656626,-0.8103774,-0.52127934,154.43114,324.22845,76.140045,nan,0.0
128960000,-0.49440706,0.06538468,-0.8103774,-0.53470534,154.91954,317.39685,76.23618,nan,0.0
129464000,-0.43427056,0.0666392,-0.8103774,-0.54575634,154.33156,310.07413,75.96333,nan,0.0
129968000,-0.37739772,0.06573861,-0.8103774,-0.5547212,152.81075,302.48453,75.324455,nan,0.0
130471999,-0.32849684,0.06279625,-0.8103774,-0.5613296,150.5617,294.76987,74.499794,nan,0.0
130952000,-0.29171053,0.059433337,-0.8103774,-0.56586534,148.00443,287.4094,73.58107,nan,0.0
131456000,-0.26304963,0.055012982,-0.8103774,-0.57015735,145.0272,279.72723,72.56601,nan,0.0
131960000,-0.24326783,0.050728694,-0.8103774,-0.5731832,141.82408,272.1207,71.61464,nan,0.0
132464000,-0.23064391,0.045591157,-0.8103774,-0.5761538,138.54922,264.59195,70.78833,nan,0.0
132968000,-0.22379184,0.04161433,-0.8103774,-0.5792995,135.27438,257.1274,70.28355,nan,0.0
133472000,-0.21994123,0.03862992,-0.8103774,-0.58146137,131.91718,249.71246,69.92813,nan,0.0
133952000,-0.21888165,0.036502287,-0.8103774,-0.58424634,128.70346,242.67831,69.7606,nan,0.0
134456000,-0.2190133,0.034772698,-0.8103774,-0.5869471,125.41801,235.3155,69.68299,nan,0.0
134960000,-0.21945402,0.034100085,-0.8103774,-0.5895568,122.06078,227.95108,69.74768,nan,0.0
135464000,-0.22028022,0.03324087,-0.8103774,-0.5936815,118.785934,220.58745,69.85887,nan,0.0
135968000,-0.22049393,0.033304367,-0.8103774,-0.5967009,115.4287,213.21666,69.99166,nan,0.0
136472000,-0.22068116,0.03357907,-0.8103774,-0.6010965,112.082085,205.83488,70.085236,nan,0.0
