timestamp,error_count,device_id,temperature,clipping[0],clipping[1],clipping[2],full_scale_range,vibration_metric,measure_rate,rotation
1000000,0,1311244,11.828796,0,0,0,156.9064,0.00029776804,1000,0
2000000,0,1311244,11.828796,0,0,0,156.9064,0.00028937752,1000,0
2904000,0,1311244,11.828796,0,0,0,156.9064,0.00028548038,1000,0
3904000,0,1311244,11.828796,0,0,0,156.9064,0.00028855228,1000,0
4904000,0,1311244,11.828796,0,0,0,156.9064,0.00028870843,1000,0
5904000,0,1311244,11.828796,0,0,0,156.9064,0.00029036467,1000,0
6908000,0,1311244,11.828796,0,0,0,156.9064,0.0002829662,1000,0
7908000,0,1311244,11.828796,0,0,0,156.9064,0.00029806833,1000,0
8908000,0,1311244,11.828796,0,0,0,156.9064,0.0002990539,1000,0
9908000,0,1311244,11.828796,0,0,0,156.9064,0.00028659264,1000,0
10908000,0,1311244,11.828796,0,0,0,156.9064,0.00029018766,1000,0
11908000,0,1311244,11.828796,0,0,0,156.9064,0.00028617666,1000,0
12908000,0,1311244,11.828766,0,0,0,156.9064,0.0013603744,1000,0
13908000,0,1311244,11.824402,0,0,0,156.9064,0.0004893837,1000,0
14912000,0,1311244,11.7994995,0,0,0,156.9064,0.0003055388,1000,0
15912000,0,1311244,11.757446,0,0,0,156.9064,0.00040275435,1000,0
16912000,0,1311244,11.717255,0,0,0,156.9064,0.00030821434,1000,0
17912000,0,1311244,11.683777,0,0,0,156.9064,0.00028576277,1000,0
18912000,0,1311244,11.651337,0,0,0,156.9064,0.0002795083,1000,0
19912000,0,1311244,11.618927,0,0,0,156.9064,0.00029399563,1000,0
20912000,0,1311244,11.586914,0,0,0,156.9064,0.00029495326,1000,0
21912000,0,1311244,11.555481,0,0,0,156.9064,0.00027943726,1000,0
22912000,0,1311244,11.524231,0,0,0,156.9064,0.00028940424,1000,0
23912000,0,1311244,11.4935,0,0,0,156.9064,0.0002945663,1000,0
24912000,0,1311244,11.470306,0,0,0,156.9064,0.00030238417,1000,0
25912000,0,1311244,11.464996,0,0,0,156.9064,0.00028990745,1000,0
26912000,0,1311244,11.4687195,0,0,0,156.9064,0.00027874016,1000,0
27912000,0,1311244,11.475128,0,0,0,156.9064,0.0002891375,1000,0
28912000,0,1311244,11.481689,0,0,0,156.9064,0.00027112,1000,0
29912000,0,1311244,11.487427,0,0,0,156.9064,0.0002867897,1000,0
30928000,0,1311244,11.484253,0,0,0,156.9064,0.00031014046,1000,0
31952000,0,1311244,11.459076,0,0,0,156.9064,0.00030030572,1000,0
32952000,0,1311244,11.42746,0,0,0,156.9064,0.00028205998,1000,0
33952000,0,1311244,11.393799,0,0,0,156.9064,0.00027933627,1000,0
34952000,0,1311244,11.359619,0,0,0,156.9064,0.0002889825,1000,0
35952000,0,1311244,11.32547,0,0,0,156.9064,0.00029619888,1000,0
36952000,0,1311244,11.291443,0,0,0,156.9064,0.00029338006,1000,0
37952000,0,1311244,11.257599,0,0,0,156.9064,0.00028657124,1000,0
38952000,0,1311244,11.22403,0,0,0,156.9064,0.0002766669,1000,0
39952000,0,1311244,11.19046,0,0,0,156.9064,0.00030782248,1000,0
40952000,0,1311244,11.164398,0,0,0,156.9064,0.00027547978,1000,0
41952000,0,1311244,11.157227,0,0,0,156.9064,0.0002671843,1000,0
42952000,0,1311244,11.158813,0,0,0,156.9064,0.00029505006,1000,0
43952000,0,1311244,11.162842,0,0,0,156.9064,0.00027905582,1000,0
44952000,0,1311244,11.166962,0,0,0,156.9064,0.0002890678,1000,0
45952000,0,1311244,11.170288,0,0,0,156.9064,0.0003011791,1000,0
46952000,0,1311244,11.17276,0,0,0,156.9064,0.00028303117,1000,0
47952000,0,1311244,11.174469,0,0,0,156.9064,0.00029873947,1000,0
48952000,0,1311244,11.175537,0,0,0,156.9064,0.0002833716,1000,0
49952000,0,1311244,11.176178,0,0,0,156.9064,0.00027238257,1000,0
50952000,0,1311244,11.176453,0,0,0,156.9064,0.00028345452,1000,0
51952000,0,1311244,11.176514,0,0,0,156.9064,0.00032092244,1000,0
52952000,0,1311244,11.176453,0,0,0,156.9064,0.00030300603,1000,0
53952000,0,1311244,11.1763,0,0,0,156.9064,0.00027366678,1000,0
54952000,0,1311244,11.176117,0,0,0,156.9064,0.00028674502,1000,0
55952000,0,1311244,11.175995,0,0,0,156.9064,0.0002848058,1000,0
56952000,0,1311244,11.175964,0,0,0,156.9064,0.00027717094,1000,0
57952000,0,1311244,11.175964,0,0,0,156.9064,0.000290669,1000,0
58952000,0,1311244,11.175964,0,0,0,156.9064,0.00027254332,1000,0
59952000,0,1311244,11.175964,0,0,0,156.9064,0.0002882554,1000,0
60952000,0,1311244,11.176025,0,0,0,156.9064,0.00029068423,1000,0
61952000,0,1311244,11.176086,0,0,0,156.9064,0.0002746016,1000,0
62972000,0,1311244,11.176086,0,0,0,156.9064,0.0003016086,1000,0
63996000,0,1311244,11.176086,0,0,0,156.9064,0.00029577946,1000,0
64924000,0,1311244,11.176056,0,0,0,156.9064,0.00030392833,1000,0
65936000,0,1311244,11.176086,0,0,0,156.9064,0.00027926115,1000,0
66936000,0,1311244,11.176147,0,0,0,156.9064,0.0002764863,1000,0
67936000,0,1311244,11.176239,0,0,0,156.9064,0.00028306016,1000,0
68936000,0,1311244,11.176361,0,0,0,156.9064,0.00026534245,1000,0
69936000,0,1311244,11.176483,0,0,0,156.9064,0.00028904225,1000,0
70936000,0,1311244,11.176666,0,0,0,156.9064,0.00029379674,1000,0
71936000,0,1311244,11.176727,0,0,0,156.9064,0.00029345782,1000,0
72936000,0,1311244,11.176697,0,0,0,156.9064,0.00028807772,1000,0
73936000,0,1311244,11.176666,0,0,0,156.9064,0.00030333333,1000,0
74936000,0,1311244,11.176636,0,0,0,156.9064,0.00029370558,1000,0
75936000,0,1311244,11.176605,0,0,0,156.9064,0.00028385187,1000,0
76936000,0,1311244,11.176544,0,0,0,156.9064,0.00028684066,1000,0
77936000,0,1311244,11.176483,0,0,0,156.9064,0.00026497178,1000,0
78936000,0,1311244,11.176392,0,0,0,156.9064,0.0002894022,1000,0
79936000,0,1311244,11.1763,0,0,0,156.9064,0.00031398493,1000,0
80936000,0,1311244,11.17627,0,0,0,156.9064,0.00028918593,1000,0
81936000,0,1311244,11.1762085,0,0,0,156.9064,0.00030118576,1000,0
82936000,0,1311244,11.1762085,0,0,0,156.9064,0.00029493004,1000,0
83936000,0,1311244,11.176239,0,0,0,156.9064,0.0002909015,1000,0
84936000,0,1311244,11.176361,0,0,0,156.9064,0.00030482383,1000,0
85936000,0,1311244,11.176483,0,0,0,156.9064,0.00027009478,1000,0
86936000,0,1311244,11.176666,0,0,0,156.9064,0.00027370054,1000,0
87936000,0,1311244,11.17691,0,0,0,156.9064,0.000286328,1000,0
88936000,0,1311244,11.178406,0,0,0,156.9064,0.00027763075,1000,0
89936000,0,1311244,11.180664,0,0,0,156.9064,0.00029339615,1000,0
90936000,0,1311244,11.183685,0,0,0,156.9064,0.0002756757,1000,0
91936000,0,1311244,11.188629,0,0,0,156.9064,0.0002772865,1000,0
92936000,0,1311244,11.19574,0,0,0,156.9064,0.00030095002,1000,0
93936000,0,1311244,11.203613,0,0,0,156.9064,0.00030120477,1000,0
94936000,0,1311244,11.210968,0,0,0,156.9064,0.00029102789,1000,0
95936000,0,1311244,11.217804,0,0,0,156.9064,0.00027037502,1000,0
96936000,0,1311244,11.220856,0,0,0,156.9064,0.00031038834,1000,0
97936000,0,1311244,11.213379,0,0,0,156.9064,0.00029861502,1000,0
98936000,0,1311244,11.197815,0,0,0,156.9064,0.0002981297,1000,0
99936000,0,1311244,11.183472,0,0,0,156.9064,0.0002867977,1000,0
100936000,0,1311244,11.175262,0,0,0,156.9064,0.0003082415,1000,0
101936000,0,1311244,11.172516,0,0,0,156.9064,0.00028533136,1000,0
102936000,0,1311244,11.172333,0,0,0,156.9064,0.00028447923,1000,0
103936000,0,1311244,11.172302,0,0,0,156.9064,0.00029024476,1000,0
104936000,0,1311244,11.171265,0,0,0,156.9064,0.000267839,1000,0
105936000,0,1311244,11.169403,0,0,0,156.9064,0.0002982185,1000,0
106936000,0,1311244,11.167633,0,0,0,156.9064,0.00027935836,1000,0
107936000,0,1311244,11.166626,0,0,0,156.9064,0.00027896726,1000,0
108936000,0,1311244,11.166229,0,0,0,156.9064,0.00028585645,1000,0
109936000,0,1311244,11.165955,0,0,0,156.9064,0.0002766755,1000,0
110936000,0,1311244,11.16568,0,0,0,156.9064,0.0002893707,1000,0
111936000,0,1311244,11.165466,0,0,0,156.9064,0.00027882098,1000,0
112936000,0,1311244,11.165497,0,0,0,156.9064,0.0002950865,1000,0
113936000,0,1311244,11.165894,0,0,0,156.9064,0.00029454657,1000,0
114936000,0,1311244,11.166901,0,0,0,156.9064,0.00028064745,1000,0
115936000,0,1311244,11.168701,0,0,0,156.9064,0.0002864267,1000,0
116936000,0,1311244,11.171326,0,0,0,156.9064,0.0002979635,1000,0
117936000,0,1311244,11.174927,0,0,0,156.9064,0.00027943042,1000,0
118936000,0,1311244,11.179718,0,0,0,156.9064,0.00028638577,1000,0
119936000,0,1311244,11.185608,0,0,0,156.9064,0.00028243483,1000,0
120936000,0,1311244,11.191803,0,0,0,156.9064,0.00028608047,1000,0
121936000,0,1311244,11.19693,0,0,0,156.9064,0.00027649928,1000,0
122936000,0,1311244,11.19397,0,0,0,156.9064,0.00028149618,1000,0
123936000,0,1311244,11.185883,0,0,0,156.9064,0.00029877486,1000,0
124936000,0,1311244,11.180481,0,0,0,156.9064,0.0003141167,1000,0
125936000,0,1311244,11.179413,0,0,0,156.9064,0.00029848568,1000,0
126940000,0,1311244,11.18103,0,0,0,156.9064,0.00028547106,1000,0
127952000,0,1311244,11.183655,0,0,0,156.9064,0.0002864289,1000,0
128964000,0,1311244,11.185699,0,0,0,156.9064,0.00029612845,1000,0
129976000,0,1311244,11.186005,0,0,0,156.9064,0.00027553286,1000,0
130988000,0,1311244,11.184204,0,0,0,156.9064,0.00026532495,1000,0
132000000,0,1311244,11.181305,0,0,0,156.9064,0.00029154052,1000,0
133004000,0,1311244,11.178833,0,0,0,156.9064,0.00029546808,1000,0
134004000,0,1311244,11.177551,0,0,0,156.9064,0.0002750484,1000,0
135004000,0,1311244,11.177216,0,0,0,156.9064,0.00028534283,1000,0
136004000,0,1311244,11.177338,0,0,0,156.9064,0.00028657212,1000,0
137004000,0,1311244,11.177551,0,0,0,156.9064,0.00029146843,1000,0
138004000,0,1311244,11.177765,0,0,0,156.9064,0.00027744047,1000,0
139004000,0,1311244,11.177887,0,0,0,156.9064,0.00028560686,1000,0
140004000,0,1311244,11.177856,0,0,0,156.9064,0.00028782402,1000,0
141004000,0,1311244,11.177795,0,0,0,156.9064,0.00029283244,1000,0
142004000,0,1311244,11.177673,0,0,0,156.9064,0.0003017394,1000,0
143004000,0,1311244,11.17749,0,0,0,156.9064,0.00031572842,1000,0
144004000,0,1311244,11.177399,0,0,0,156.9064,0.00030071082,1000,0
145004000,0,1311244,11.177338,0,0,0,156.9064,0.00029013964,1000,0
146004000,0,1311244,11.177368,0,0,0,156.9064,0.000298728,1000,0
147004000,0,1311244,11.1770935,0,0,0,156.9064,0.00030907092,1000,0
148004000,0,1311244,11.179993,0,0,0,156.9064,0.00028026674,1000,0
149004000,0,1311244,11.182892,0,0,0,156.9064,0.00028354992,1000,0
150004000,0,1311244,11.183472,0,0,0,156.9064,0.00029439424,1000,0
151004000,0,1311244,11.182037,0,0,0,156.9064,0.0002665378,1000,0
152004000,0,1311244,11.179993,0,0,0,156.9064,0.00028362984,1000,0
153004000,0,1311244,11.178314,0,0,0,156.9064,0.00026979344,1000,0
154004000,0,1311244,11.177399,0,0,0,156.9064,0.00026696883,1000,0
155004000,0,1311244,11.177002,0,0,0,156.9064,0.0002796134,1000,0
156004000,0,1311244,11.17688,0,0,0,156.9064,0.00028830793,1000,0
157004000,0,1311244,11.176819,0,0,0,156.9064,0.0002950217,1000,0
158004000,0,1311244,11.176819,0,0,0,156.9064,0.00028607054,1000,0
159004000,0,1311244,11.176758,0,0,0,156.9064,0.00029353602,1000,0
160004000,0,1311244,11.176819,0,0,0,156.9064,0.0002791515,1000,0
161004000,0,1311244,11.177002,0,0,0,156.9064,0.00029652484,1000,0
162004000,0,1311244,11.177246,0,0,0,156.9064,0.00028553442,1000,0
163004000,0,1311244,11.177521,0,0,0,156.9064,0.00028971682,1000,0
164004000,0,1311244,11.177734,0,0,0,156.9064,0.00029453193,1000,0
165004000,0,1311244,11.1779175,0,0,0,156.9064,0.0003072344,1000,0
166004000,0,1311244,11.17804,0,0,0,156.9064,0.00028363694,1000,0
167004000,0,1311244,11.17804,0,0,0,156.9064,0.00028394224,1000,0
168004000,0,1311244,11.1779785,0,0,0,156.9064,0.0002912504,1000,0
169004000,0,1311244,11.1779175,0,0,0,156.9064,0.00029912105,1000,0
170004000,0,1311244,11.177887,0,0,0,156.9064,0.00029753626,1000,0
171004000,0,1311244,11.177795,0,0,0,156.9064,0.00027866833,1000,0
172004000,0,1311244,11.177704,0,0,0,156.9064,0.0002931096,1000,0
173004000,0,1311244,11.177704,0,0,0,156.9064,0.00027390398,1000,0
174004000,0,1311244,11.177704,0,0,0,156.9064,0.00027491726,1000,0
175004000,0,1311244,11.177704,0,0,0,156.9064,0.00028786447,1000,0
176004000,0,1311244,11.177673,0,0,0,156.9064,0.0002810166,1000,0
177004000,0,1311244,11.177612,0,0,0,156.9064,0.00029482663,1000,0
178004000,0,1311244,11.177551,0,0,0,156.9064,0.00029452142,1000,0
179004000,0,1311244,11.177551,0,0,0,156.9064,0.00027057526,1000,0
180004000,0,1311244,11.177551,0,0,0,156.9064,0.00028215026,1000,0
181004000,0,1311244,11.178314,0,0,0,156.9064,0.00030377932,1000,0
182004000,0,1311244,11.197113,0,0,0,156.9064,0.00027447156,1000,0
183004000,0,1311244,11.233429,0,0,0,156.9064,0.0002762229,1000,0
184004000,0,1311244,11.270905,0,0,0,156.9064,0.00030334666,1000,0
185004000,0,1311244,11.303833,0,0,0,156.9064,0.00029997152,1000,0
186004000,0,1311244,11.3315735,0,0,0,156.9064,0.00028685117,1000,0
187004000,0,1311244,11.354858,0,0,0,156.9064,0.00029041638,1000,0
188004000,0,1311244,11.375458,0,0,0,156.9064,0.00029997138,1000,0
189004000,0,1311244,11.395538,0,0,0,156.9064,0.00029282382,1000,0
190004000,0,1311244,11.416748,0,0,0,156.9064,0.00028650035,1000,0
191004000,0,1311244,11.438995,0,0,0,156.9064,0.00031154268,1000,0
192004000,0,1311244,11.449249,0,0,0,156.9064,0.00030136286,1000,0
193004000,0,1311244,11.452454,0,0,0,156.9064,0.00028287317,1000,0
194004000,0,1311244,11.457275,0,0,0,156.9064,0.00030257498,1000,0
195004000,0,1311244,11.463318,0,0,0,156.9064,0.00028835016,1000,0
196004000,0,1311244,11.468628,0,0,0,156.9064,0.00027820285,1000,0
197004000,0,1311244,11.472626,0,0,0,156.9064,0.0002606073,1000,0
198004000,0,1311244,11.475647,0,0,0,156.9064,0.00028551387,1000,0
199004000,0,1311244,11.47821,0,0,0,156.9064,0.00028211606,1000,0
200004000,0,1311244,11.480774,0,0,0,156.9064,0.0002785109,1000,0
201004000,0,1311244,11.483978,0,0,0,156.9064,0.00028154568,1000,0
202004000,0,1311244,11.488403,0,0,0,156.9064,0.00029673008,1000,0
203004000,0,1311244,11.494232,0,0,0,156.9064,0.00028488712,1000,0
204004000,0,1311244,11.501526,0,0,0,156.9064,0.00028604537,1000,0
205004000,0,1311244,11.509857,0,0,0,156.9064,0.00028821302,1000,0
206004000,0,1311244,11.517944,0,0,0,156.9064,0.00027905285,1000,0
207004000,0,1311244,11.524292,0,0,0,156.9064,0.0002938808,1000,0
208004000,0,1311244,11.529205,0,0,0,156.9064,0.00030218108,1000,0
209004000,0,1311244,11.533936,0,0,0,156.9064,0.00029435853,1000,0
210004000,0,1311244,11.538666,0,0,0,156.9064,0.00028128398,1000,0
211004000,0,1311244,11.542114,0,0,0,156.9064,0.00028711354,1000,0
212004000,0,1311244,11.540955,0,0,0,156.9064,0.00029940295,1000,0
213004000,0,1311244,11.53241,0,0,0,156.9064,0.0003020681,1000,0
214004000,0,1311244,11.519623,0,0,0,156.9064,0.0002869522,1000,0
215004000,0,1311244,11.509338,0,0,0,156.9064,0.0002858929,1000,0
216004000,0,1311244,11.506134,0,0,0,156.9064,0.00027601136,1000,0
217004000,0,1311244,11.508209,0,0,0,156.9064,0.00026943392,1000,0
218004000,0,1311244,11.51181,0,0,0,156.9064,0.00027799787,1000,0
219004000,0,1311244,11.514374,0,0,0,156.9064,0.00030507258,1000,0
220004000,0,1311244,11.515167,0,0,0,156.9064,0.00029138415,1000,0
221004000,0,1311244,11.5147705,0,0,0,156.9064,0.00028623632,1000,0
222004000,0,1311244,11.514069,0,0,0,156.9064,0.0002830991,1000,0
223004000,0,1311244,11.513489,0,0,0,156.9064,0.00030002155,1000,0
224004000,0,1311244,11.513092,0,0,0,156.9064,0.00026710672,1000,0
225004000,0,1311244,11.512695,0,0,0,156.9064,0.0002874605,1000,0
226004000,0,1311244,11.515442,0,0,0,156.9064,0.00030684378,1000,0
227004000,0,1311244,11.531128,0,0,0,156.9064,0.0002976974,1000,0
228004000,0,1311244,11.549286,0,0,0,156.9064,0.00028277867,1000,0
229004000,0,1311244,11.564209,0,0,0,156.9064,0.00025996988,1000,0
230004000,0,1311244,11.57608,0,0,0,156.9064,0.0002755294,1000,0
231004000,0,1311244,11.586639,0,0,0,156.9064,0.00028729788,1000,0
232004000,0,1311244,11.597015,0,0,0,156.9064,0.0002949314,1000,0
233004000,0,1311244,11.607178,0,0,0,156.9064,0.00027128396,1000,0
234004000,0,1311244,11.617035,0,0,0,156.9064,0.0002798357,1000,0
235004000,0,1311244,11.626526,0,0,0,156.9064,0.00028850095,1000,0
236004000,0,1311244,11.635834,0,0,0,156.9064,0.00028317943,1000,0
237004000,0,1311244,11.64505,0,0,0,156.9064,0.0002903834,1000,0
238004000,0,1311244,11.654205,0,0,0,156.9064,0.0002838949,1000,0
239004000,0,1311244,11.6633,0,0,0,156.9064,0.0002853806,1000,0
240004000,0,1311244,11.672363,0,0,0,156.9064,0.0002882084,1000,0
241004000,0,1311244,11.681488,0,0,0,156.9064,0.00027837203,1000,0
242004000,0,1311244,11.690552,0,0,0,156.9064,0.00028652526,1000,0
243004000,0,1311244,11.699585,0,0,0,156.9064,0.00028566335,1000,0
244004000,0,1311244,11.708649,0,0,0,156.9064,0.00028752972,1000,0
245004000,0,1311244,11.718018,0,0,0,156.9064,0.0002892952,1000,0
246004000,0,1311244,11.727692,0,0,0,156.9064,0.00029773495,1000,0
247004000,0,1311244,11.737488,0,0,0,156.9064,0.00029643942,1000,0
248004000,0,1311244,11.747345,0,0,0,156.9064,0.00027680528,1000,0
249004000,0,1311244,11.757202,0,0,0,156.9064,0.00028652488,1000,0
250004000,0,1311244,11.76712,0,0,0,156.9064,0.00028430493,1000,0
251004000,0,1311244,11.7771,0,0,0,156.9064,0.00028806346,1000,0
252004000,0,1311244,11.786926,0,0,0,156.9064,0.0002837232,1000,0
253004000,0,1311244,11.796539,0,0,0,156.9064,0.00026531078,1000,0
254004000,0,1311244,11.806213,0,0,0,156.9064,0.00028935215,1000,0
255008000,0,1311244,11.8172,0,0,0,156.9064,0.00029066225,1000,0
255920000,0,1311244,11.828796,1,0,1,156.9064,0.026804935,1000,0
256932000,0,1311244,11.828796,1,0,1,156.9064,0.0025044964,1000,0
257944000,0,1311244,11.828796,1,0,1,156.9064,0.0004499622,1000,0
258956000,0,1311244,11.828796,1,0,1,156.9064,0.0003047301,1000,0
